Time (t),f1_t,f2_t,f3_t,f4_t,f5_t,f6_t,f7_t,f8_t,f9_t,f10_t,f11_t,f12_t,f13_t,f14_t,f15_t,f16_t,f17_t,f18_t,f19_t,f20_t,f21_t,f22_t,f23_t,f24_t,f25_t,f26_t,f27_t,f28_t,f29_t,f30_t,Output,,,,,,
455,60.69,60.87,60.72,60.24,60.75,60.58,60.29,60.5,60.63,60.5,60.42,60.23,60.36,60.78,60.92,60.87,60.49,60.74,60.48,60.58,60.31,60.67,60.77,60.43,60.2,60.35,60.63,60.39,60.38,60.15,IOA_H_UB,,,,,,
456,60.21,60.54,60.43,60.75,60.55,60.5,60.26,60.63,60.64,60.57,60.62,60.22,60.78,60.75,60.17,60.43,60.56,60.82,60.31,60.42,60.73,60.32,60.61,60.47,60.15,60.73,60.52,60.64,60.29,60.24,IOA_H_UB,,,,,,
457,60.59,60.3,60.94,60.24,60.56,60.92,61,60.35,60.4,60.26,60.77,60.38,60.42,60.86,60.25,60.49,60.41,60.61,60.95,60.4,60.77,60.48,60.15,60.34,60.9,60.98,60.55,60.34,60.28,60.66,IOA_H_UB,,,,,,
458,60.33,60.74,60.19,60.57,60.68,60.32,60.62,60.7,60.2,60.19,60.52,60.93,60.17,60.58,60.8,60.84,60.59,60.48,60.33,60.28,60.33,60.82,60.2,60.92,60.72,60.99,60.58,60.77,60.83,60.75,IOA_H_UB,,,,,,
459,60.74,60.66,60.42,60.62,60.41,60.38,60.51,60.7,60.62,60.53,60.85,60.85,60.96,60.54,60.91,60.71,60.18,60.7,60.26,60.85,60.33,60.56,60.72,60.3,60.69,60.37,60.28,60.7,60.29,60.3,IOA_H_UB,,,,,,
460,60.68,60.61,60.94,60.3,60.89,60.65,60.87,60.2,60.91,60.63,60.45,60.2,60.72,60.41,60.33,60.65,60.54,60.2,60.76,60.87,60.64,60.62,60.64,60.5,60.91,60.61,60.78,60.68,60.49,60.82,IOA_H_UB,,,,,,
461,60.4,60.71,60.22,60.99,60.91,60.38,60.87,60.16,60.98,60.29,60.9,60.31,60.61,60.97,60.34,60.35,60.43,60.82,60.71,60.76,60.36,60.44,60.39,60.85,60.87,60.4,60.56,60.71,60.73,60.79,IOA_H_UB,,,,,,
462,60.2,60.85,60.91,60.53,60.8,60.6,60.29,60.6,60.39,60.47,60.89,60.87,60.54,60.88,60.33,60.16,60.92,60.81,60.52,60.15,60.46,60.17,60.22,60.18,60.81,60.78,60.23,60.79,60.93,60.88,IOA_H_UB,,,,,,
463,60.81,60.74,60.69,60.15,60.55,60.79,60.34,60.69,60.53,60.62,60.38,60.81,60.82,61,60.38,60.2,60.38,60.58,60.55,60.86,60.99,60.92,60.22,60.53,60.56,60.58,60.42,60.87,60.8,60.85,IOA_H_UB,,,,,,
464,60.51,60.34,60.89,60.62,60.53,60.46,60.56,60.44,60.82,60.87,60.48,60.19,60.42,60.36,60.48,60.53,60.42,60.31,60.85,60.71,60.51,60.47,60.46,60.57,60.35,60.81,60.66,60.34,60.55,60.83,IOA_H_UB,,,,,,
465,60.59,60.86,60.86,60.95,60.51,60.84,60.45,60.2,60.17,60.71,60.76,60.46,60.88,60.65,60.78,60.87,60.55,60.47,60.43,60.2,60.58,60.33,60.58,60.64,60.72,60.87,60.22,60.18,60.46,60.56,IOA_H_UB,,,,,,
466,60.32,60.82,60.98,60.55,60.8,60.25,60.79,60.46,60.58,60.15,60.38,60.36,60.31,60.46,60.88,60.95,60.46,60.65,60.25,60.73,60.28,60.4,60.35,60.44,60.22,60.8,60.53,60.32,60.29,60.65,IOA_H_UB,,,,,,
467,60.18,60.25,60.46,60.47,60.28,60.32,60.33,60.75,60.79,60.7,60.56,60.49,60.93,60.41,60.61,60.65,60.54,60.47,60.84,60.28,60.28,60.79,60.31,60.67,60.74,60.63,60.79,60.38,60.28,60.62,IOA_H_UB,,,,,,
468,60.54,60.23,60.91,60.18,60.86,60.94,60.36,60.93,60.41,60.45,60.3,60.7,60.21,60.74,60.49,60.45,60.33,60.79,60.21,60.46,60.32,60.94,60.24,60.56,60.18,60.57,60.17,61,61,60.74,IOA_H_UB,,,,,,
469,60.73,60.41,60.28,60.95,60.68,60.77,60.34,60.77,60.43,60.6,60.2,60.8,60.51,60.15,60.3,60.88,60.15,60.57,60.95,60.34,60.34,60.83,60.22,60.18,60.25,60.96,60.71,60.58,60.82,60.21,IOA_H_UB,,,,,,
470,60.76,60.85,61,60.32,60.52,60.19,60.73,60.98,60.3,60.46,60.5,60.49,60.8,60.58,60.35,60.46,60.42,60.22,60.46,60.95,60.64,60.23,60.9,60.27,61,60.28,60.75,60.9,60.71,60.52,IOA_H_UB,,,,,,
471,60.25,60.41,60.26,60.67,60.21,60.89,60.5,60.66,60.51,60.31,60.61,60.19,60.95,60.97,60.98,60.93,60.97,60.2,60.84,60.36,60.72,60.25,60.82,60.55,60.45,60.84,60.58,60.36,60.79,60.34,IOA_H_UB,,,,,,
472,60.58,60.81,60.4,60.33,60.52,60.75,60.17,60.21,60.68,60.74,60.16,60.76,60.9,60.59,60.29,60.87,60.37,60.4,60.23,60.63,60.62,60.65,60.55,60.47,60.89,60.48,60.69,60.6,60.28,60.46,IOA_H_UB,,,,,,
473,60.52,60.81,60.82,60.75,60.99,60.52,60.23,60.42,60.61,60.64,60.68,60.38,60.9,60.61,60.9,60.82,60.86,60.9,60.91,60.44,60.75,60.94,60.86,60.87,60.66,60.31,60.64,60.68,60.46,60.26,IOA_H_UB,,,,,,
474,60.31,60.7,60.86,60.5,60.85,60.78,60.34,60.79,60.51,60.81,60.83,60.37,60.83,60.66,60.72,60.84,60.54,60.8,60.53,60.27,60.4,60.31,60.88,60.47,60.9,60.73,60.49,60.87,60.56,60.51,IOA_H_UB,,,,,,
475,60.47,60.19,60.2,60.27,60.33,60.67,60.28,60.89,60.71,60.44,60.82,60.21,60.22,60.16,60.22,60.77,60.7,60.7,60.79,60.51,60.33,60.35,60.5,60.22,60.84,60.51,60.22,60.69,60.86,60.85,IOA_H_UB,,,,,,
476,60.3,60.62,60.28,60.73,60.39,60.26,60.56,60.73,60.47,60.35,60.41,60.52,60.66,60.82,60.42,60.69,60.78,60.28,60.79,60.44,60.36,60.26,60.3,60.72,60.53,60.79,60.76,60.21,60.25,60.74,IOA_H_UB,,,,,,
477,60.71,60.49,60.19,60.8,60.56,60.94,60.87,60.37,60.6,60.32,60.79,60.21,60.45,60.97,60.88,60.6,60.25,60.8,60.78,60.81,60.86,60.6,60.74,60.22,60.4,60.43,60.19,60.79,60.88,60.56,IOA_H_UB,,,,,,
478,60.56,60.43,60.98,60.76,60.48,60.3,60.77,60.98,60.82,60.33,60.62,60.54,60.47,60.32,60.73,60.19,60.32,60.5,60.49,60.74,60.59,60.45,60.78,60.59,60.67,60.42,60.19,60.38,60.8,60.97,IOA_H_UB,,,,,,
479,60.76,60.63,60.72,60.9,60.32,60.53,60.24,60.9,60.31,60.4,60.94,60.92,61,60.23,60.26,60.36,60.92,60.91,60.43,60.81,60.75,60.7,60.4,60.58,60.62,60.5,60.29,60.54,60.71,60.49,IOA_H_UB,,,,,,
480,60.56,60.38,60.16,60.16,60.51,60.89,60.59,60.16,60.97,60.3,60.2,60.57,60.59,60.65,60.9,60.83,60.58,60.22,60.39,60.85,60.97,60.53,60.49,60.26,60.22,60.73,60.29,60.53,60.51,60.21,IOA_H_UB,,,,,,
481,59.14,59.09,59.21,59.07,59.11,59.46,59.22,59.41,59.01,59.04,59.58,59.45,59.12,59.04,59.52,59.2,59.17,59.09,59.31,59.21,59.57,59.33,59.05,59.11,59.08,59.28,59.31,59.36,59.23,59.11,IAO_L_UB,,,,,,
482,59.47,59.42,59.56,59.3,59.43,59.19,59.33,59.08,59.53,59,59.4,59.29,59.16,59.54,59.47,59.18,59.05,59.06,59.49,59.4,59.06,59.45,59.21,59.07,59.12,59.39,59.35,59.24,59.42,59.1,IAO_L_UB,,,,,,
483,59.04,59.32,59.38,59.02,59.53,59.37,59.04,59.56,59.57,59.18,59.2,59.02,59.28,59.04,59.17,59.38,59.42,59.29,59.3,59.05,59.32,59.52,59.11,59.43,59.52,59.13,59.53,59.2,59.27,59.19,IAO_L_UB,,,,,,
484,59.34,59.38,59.52,59.42,59.27,59.56,59.39,59.23,59.4,59.17,59.21,59.07,59.31,59.12,59.49,59.47,59.03,59.08,59.57,59.26,59.31,59.5,59,59.39,59.47,59.08,59.05,59.12,59.15,59.23,IAO_L_UB,,,,,,
485,59.06,59.06,59.22,59.17,59,59.39,59.52,59.47,59.47,59.19,59.08,59.04,59.21,59.28,59.38,59.48,59.05,59.45,59.09,59.44,59.01,59.21,59.12,59.55,59.21,59.43,59.54,59.08,59.47,59.31,IAO_L_UB,,,IAO_L_UB signature 59 -> 59.85 which lasts at least 120 s,,,
486,59,59.49,59.24,59.51,59.42,59.11,59.5,59.11,59.52,59.03,59.52,59.44,59.42,59.46,59.3,59.4,59.52,59.26,59.36,59.32,59.04,59.19,59.26,59.3,59.08,59.21,59.25,59.46,59.47,59.38,IAO_L_UB,,,,,,
487,59.16,59.11,59,59.15,59.11,59.45,59.34,59.48,59.51,59.56,59.46,59.06,59.21,59.46,59.41,59.04,59.54,59.23,59.14,59.36,59.17,59.14,59.08,59.01,59.24,59.09,59.34,59,59.32,59.52,IAO_L_UB,,,,,,
488,59.14,59.45,59.49,59.17,59.48,59.2,59.38,59.3,59.25,59.39,59.45,59.18,59.57,59.13,59.29,59.55,59.27,59.27,59.12,59.51,59.15,59.34,59.56,59.13,59.34,59.46,59.05,59.23,59.43,59.51,IAO_L_UB,,,,,,
489,59,59.29,59.23,59.42,59.37,59.21,59.37,59.08,59.19,59.04,59.46,59.17,59.1,59.35,59.21,59.28,59.38,59.01,59.12,59.32,59.55,59.51,59.03,59.01,59.57,59,59.47,59.56,59.32,59.35,IAO_L_UB,,,,,,
490,59.5,59.17,59.41,59.39,59.31,59.33,59.53,59.44,59.31,59.55,59.08,59.02,59.51,59.14,59.45,59.36,59.49,59.52,59.54,59.34,59.57,59.2,59.11,59.4,59.34,59.52,59.42,59.28,59.23,59.18,IAO_L_UB,,,,,,
491,59.22,59.36,59.27,59.53,59.13,59.52,59.16,59.18,59.03,59.3,59.32,59.3,59.36,59.31,59.54,59.37,59.15,59.31,59.04,59.37,59.16,59.51,59.01,59.53,59.47,59.57,59.41,59.56,59.16,59.06,IAO_L_UB,,,,,,
492,59.37,59.42,59.09,59,59.23,59.49,59.27,59.18,59.27,59.08,59.05,59.21,59.44,59.47,59.35,59.53,59.38,59.5,59.14,59.36,59.24,59.1,59.11,59.14,59.35,59.48,59.19,59.45,59.21,59.48,IAO_L_UB,,,,,,
493,59.01,59.52,59.15,59.42,59.49,59.31,59.23,59.08,59.12,59.29,59.09,59.46,59.01,59.34,59.39,59.1,59,59.14,59.45,59.54,59.52,59.11,59.33,59.25,59.11,59.06,59.12,59.46,59.11,59.32,IAO_L_UB,,,,,,
494,59.14,59.01,59.5,59.04,59.45,59.45,59.23,59.41,59.24,59.13,59.29,59.23,59.13,59.46,59.52,59.38,59.41,59.03,59.36,59.05,59.39,59.09,59.52,59.07,59.56,59.43,59.57,59.41,59.18,59.41,IAO_L_UB,,,,,,
495,59.21,59.21,59.31,59.43,59.35,59.33,59.03,59.08,59.42,59.51,59.36,59.57,59.05,59.52,59.47,59.53,59.39,59.53,59.24,59.46,59.08,59.44,59.22,59.28,59.35,59.04,59.22,59.38,59.2,59.03,IAO_L_UB,,,,,,
496,59.46,59.44,59.19,59.39,59.17,59.33,59.2,59.58,59.43,59.06,59.05,59.29,59.56,59.25,59.05,59.45,59.15,59.01,59.42,59.12,59.29,59.51,59.16,59.13,59.41,59.53,59.51,59.23,59.01,59.1,IAO_L_UB,,,,,,
497,59.02,59.16,59.17,59.38,59.2,59.09,59.24,59.41,59.31,59.33,59.27,59.51,59.34,59.07,59.06,59.39,59.47,59.56,59.44,59.34,59.13,59.24,59.31,59.46,59.21,59.31,59.31,59.06,59.17,59.01,IAO_L_UB,,,,,,
498,59.3,59.25,59.46,59.22,59.45,59.5,59.51,59.29,59.31,59.5,59.07,59.17,59.03,59.36,59.47,59.3,59.05,59.52,59.28,59.33,59.29,59.19,59.31,59.4,59.16,59.53,59.1,59.4,59.43,59.23,IAO_L_UB,,,,,,
499,59.55,59.17,59.55,59,59.21,59.04,59.54,59.44,59.05,59.1,59.2,59.31,59.49,59.16,59.12,59.32,59.13,59.37,59.13,59.51,59.2,59.05,59.44,59.52,59.51,59.49,59.43,59.54,59.49,59.24,IAO_L_UB,,,,,,
500,59.56,59.07,59.17,59.01,59.53,59.04,59.49,59.5,59.13,59.03,59.12,59.45,59.53,59.47,59.41,59.03,59.21,59.42,59.53,59.03,59.35,59.43,59.46,59.53,59.21,59.42,59.45,59.22,59.01,59.13,IAO_L_UB,,,,,,
501,59.56,59.05,59.14,59.43,59.2,59.01,59.12,59.48,59.32,59.45,59.33,59.21,59.36,59.04,59.2,59.4,59.34,59.55,59.14,59.47,59.33,59.15,59.43,59.54,59.1,59.4,59.43,59.5,59.18,59.23,IAO_L_UB,,,,,,
502,59.02,59.3,59.48,59.07,59.06,59.04,59.42,59.53,59.14,59.38,59.3,59.43,59.49,59.36,59.23,59.2,59.45,59.55,59.24,59.16,59.15,59.32,59.49,59.17,59,59.07,59.57,59.23,59.02,59.13,IAO_L_UB,,,,,,
503,59.13,59.57,59.32,59.56,59.38,59.42,59.21,59.24,59.16,59.58,59.53,59.23,59.04,59.49,59.51,59.49,59.43,59.25,59.29,59.03,59.54,59.46,59.21,59.56,59,59,59.15,59.56,59.23,59.57,IAO_L_UB,,,,,,
504,59.12,59.3,59.39,59.33,59.25,59,59.48,59.31,59.58,59.31,59.36,59.21,59.08,59.52,59.11,59.1,59.52,59.32,59.41,59.32,59.54,59.27,59.4,59.12,59.08,59.45,59.17,59.36,59.4,59.31,IAO_L_UB,,,,,,
505,59.12,59.42,59.29,59,59.37,59.56,59.54,59.31,59,59.39,59.24,59.02,59.24,59,59.51,59.08,59.52,59.5,59.27,59.26,59.34,59.16,59.27,59.23,59.58,59.03,59.47,59.02,59.5,59.39,IAO_L_UB,,,,,,
506,59.57,59.29,59.4,59.08,59.39,59.14,59.36,59.06,59.57,59.22,59.14,59.46,59.42,59.11,59.33,59.45,59.23,59.16,59.28,59.14,59.13,59.39,59.11,59.2,59.25,59.27,59.53,59.17,59.13,59.35,IAO_L_UB,,,,,,
507,59.44,59.46,59.34,59.5,59.32,59,59.11,59.58,59.22,59.18,59.18,59.11,59.56,59.12,59.28,59.18,59.23,59.56,59.48,59.44,59.36,59.55,59.51,59.31,59.55,59.34,59.26,59.33,59.51,59.5,IAO_L_UB,,,,,,
508,59.54,59.53,59.34,59.45,59.48,59.31,59.41,59.04,59.15,59.52,59.17,59.35,59.13,59.08,59.41,59.35,59.33,59.11,59.07,59.54,59.33,59.16,59.28,59.16,59.44,59.05,59.58,59.45,59.28,59.41,IAO_L_UB,,,,,,
509,59.53,59.2,59.43,59.4,59.18,59.11,59.48,59.43,59.48,59.48,59.56,59.3,59.22,59.4,59.31,59.3,59.07,59.4,59.55,59.56,59.28,59.42,59.54,59.05,59.19,59.31,59,59.17,59,59.57,IAO_L_UB,,,,,,
510,59.21,59.43,59.53,59.57,59.26,59.55,59.57,59.27,59.15,59.26,59.35,59.57,59.36,59.53,59.07,59.03,59.31,59.03,59.5,59.51,59.38,59.42,59.53,59.26,59.37,59.47,59.45,59.41,59.42,59.36,IAO_L_UB,,,,,,
511,59.5,59.11,59.41,59.4,59.01,59.09,59.56,59.33,59.05,59.58,59.12,59.06,59.49,59.13,59.1,59.04,59.22,59.26,59.19,59.27,59.58,59.33,59.33,59.14,59.53,59.09,59.14,59.43,59.04,59.02,IAO_L_UB,,,,,,
512,59.31,59.56,59.24,59.04,59.02,59.35,59.38,59.56,59.38,59.47,59.23,59.22,59.19,59.01,59.45,59.53,59.53,59.57,59.2,59.31,59.51,59.3,59.13,59.39,59.04,59.02,59.48,59.26,59.11,59.46,IAO_L_UB,,,,,,
513,59.13,59.37,59.17,59.28,59.29,59.37,59.25,59.46,59.31,59.3,59.26,59.41,59.29,59.54,59.22,59.25,59.15,59.22,59.01,59.35,59.06,59.56,59.02,59.3,59.49,59.07,59.36,59.38,59.52,59.32,IAO_L_UB,,,,,,
514,59.31,59.46,59.18,59.5,59.27,59.39,59.07,59.37,59.06,59.2,59.55,59.23,59.53,59.33,59.53,59.15,59.55,59.17,59.29,59.57,59.54,59.22,59.08,59.21,59.18,59.28,59.38,59.54,59.22,59.06,IAO_L_UB,,,,,,
515,59.35,59.39,59.21,59.46,59.52,59.05,59.54,59.31,59.16,59.47,59.16,59.47,59.52,59.36,59.47,59.22,59.17,59.34,59.39,59.41,59.04,59.25,59.25,59.53,59.43,59.5,59.07,59.12,59.19,59.24,IAO_L_UB,,,,,,
516,59.18,59.23,59.25,59.48,59.08,59.09,59.24,59.25,59.3,59.18,59.29,59.01,59.37,59.31,59.01,59.5,59.09,59.34,59.05,59.33,59.17,59.26,59.15,59.52,59.35,59.09,59.2,59.15,59.42,59.02,IAO_L_UB,,,,,,
517,59.27,59.16,59.52,59.45,59.23,59.37,59.17,59.47,59.37,59.08,59.44,59.03,59.23,59.31,59.42,59.05,59.52,59.19,59.09,59.35,59.43,59.32,59.07,59.09,59.13,59.17,59.31,59.39,59.12,59.55,IAO_L_UB,,,,,,
518,59.54,59.02,59.18,59.53,59.43,59.15,59.49,59.07,59.49,59.5,59.29,59.1,59.03,59.14,59.3,59.48,59.47,59.17,59.13,59.51,59.51,59.23,59.06,59.19,59.58,59.01,59.45,59.43,59.04,59.05,IAO_L_UB,,,,,,
519,59.51,59.49,59.27,59.16,59.14,59.09,59.1,59.07,59.1,59.07,59.31,59.36,59.24,59.15,59.36,59.22,59.32,59.23,59.2,59,59.55,59.45,59.23,59.33,59.34,59.36,59.41,59.31,59.14,59.25,IAO_L_UB,,,,,,
520,59.15,59.12,59.04,59.53,59.07,59.21,59.44,59.17,59.3,59.11,59.56,59.24,59.4,59.51,59.5,59.22,59.25,59.17,59.35,59.37,59.18,59.34,59.05,59.55,59.35,59.43,59.17,59.22,59.51,59.55,IAO_L_UB,,,,,,
521,59.01,59.06,59.42,59.44,59,59.09,59.17,59.18,59.29,59.07,59.49,59.43,59.1,59.05,59.5,59.42,59.57,59.3,59.47,59.3,59.32,59.52,59.43,59.52,59.31,59.46,59.53,59,59.39,59.08,IAO_L_UB,,,,,,
522,59.31,59.53,59.57,59.35,59.55,59.48,59.42,59.16,59.25,59.51,59.53,59.29,59.29,59.54,59.51,59.53,59.29,59.01,59.22,59.56,59.32,59.41,59.11,59.26,59.47,59.18,59.56,59.26,59.23,59.23,IAO_L_UB,,,,,,
523,59.06,59.4,59.28,59.52,59.14,59.54,59.35,59.47,59.41,59.5,59.13,59.06,59.55,59.36,59.39,59.39,59.52,59.34,59.13,59.02,59.08,59.38,59.22,59.13,59.43,59.57,59.46,59.1,59.3,59.3,IAO_L_UB,,,,,,
524,59.2,59.34,59.15,59.01,59,59.07,59.52,59.49,59.03,59.26,59.47,59.38,59.56,59.45,59.53,59.22,59.23,59.41,59.28,59.05,59.3,59.36,59.37,59.44,59.21,59.35,59.28,59.21,59.37,59.39,IAO_L_UB,,,,,,
525,59.29,59.15,59.39,59.23,59.37,59.43,59.49,59.22,59.57,59.07,59.37,59.1,59.44,59.2,59.32,59.43,59.27,59.04,59.26,59.19,59.08,59.02,59.48,59.18,59.26,59.19,59.29,59.46,59.35,59.47,IAO_L_UB,,,,,,
526,59.27,59.12,59.35,59.24,59.57,59.54,59.29,59.42,59.23,59.47,59.53,59.19,59.13,59.14,59.11,59.04,59.23,59.21,59.25,59.4,59.31,59.04,59.21,59.57,59.13,59.39,59.16,59.48,59.39,59.28,IAO_L_UB,,,,,,
527,59.36,59.45,59.56,59.09,59.07,59.49,59.56,59.04,59.5,59.02,59.55,59.54,59.16,59.1,59.02,59.35,59.21,59.35,59.05,59.01,59,59.37,59.31,59.27,59.5,59.3,59.15,59.21,59.38,59.41,IAO_L_UB,,,,,,
528,59,59.13,59.16,59.28,59.26,59.22,59.25,59.23,59.02,59.48,59.56,59.47,59.06,59.08,59.16,59.35,59.51,59.39,59.04,59.25,59.02,59.18,59.04,59.08,59.35,59.31,59.32,59.57,59.36,59.47,IAO_L_UB,,,,,,
529,59.06,59.27,59.17,59.02,59.12,59.26,59.53,59.04,59.43,59.45,59.42,59.53,59.25,59.55,59.57,59.55,59.52,59.42,59.08,59.19,59,59.51,59.11,59.4,59.06,59.1,59.23,59.46,59.26,59.32,IAO_L_UB,,,,,,
530,59.02,59.22,59.55,59.34,59.17,59.51,59.02,59.53,59.43,59.4,59.28,59.55,59.57,59.02,59.06,59.07,59.57,59.53,59.04,59.37,59.56,59.29,59.37,59.21,59.29,59.21,59.38,59.01,59.03,59.55,IAO_L_UB,,,,,,
531,59.1,59.06,59.22,59.5,59.27,59.28,59.2,59.05,59.17,59.57,59.46,59.11,59.2,59.32,59.45,59.44,59.39,59.41,59.13,59.35,59.39,59.21,59.5,59.33,59.24,59.33,59.13,59.02,59.18,59.46,IAO_L_UB,,,,,,
532,59.33,59.04,59.51,59.07,59.11,59.52,59.44,59.02,59.53,59.33,59.09,59.3,59.26,59.45,59.32,59.41,59.4,59.16,59.16,59.2,59.52,59.49,59.32,59.28,59.56,59.33,59.5,59.27,59.18,59.48,IAO_L_UB,,,,,,
533,59.43,59.29,59.29,59.12,59.04,59.42,59.32,59.53,59.36,59.28,59.55,59.53,59.02,59.4,59.09,59.02,59.41,59.42,59.03,59.13,59.38,59.1,59,59.08,59.52,59.48,59.15,59.02,59.49,59.2,IAO_L_UB,,,,,,
534,59.21,59.44,59.18,59.13,59.01,59.18,59.4,59.08,59.21,59.19,59.53,59.56,59.1,59.11,59.1,59.2,59.2,59.25,59.54,59.09,59.21,59.06,59.13,59.49,59.37,59.41,59.35,59.03,59.18,59.04,IAO_L_UB,,,,,,
535,59.57,59.15,59.45,59.41,59.1,59.37,59.2,59.27,59.03,59.02,59.47,59.4,59.43,59.27,59.1,59.18,59.03,59.48,59.12,59.22,59.42,59.44,59.21,59.42,59.43,59.32,59.42,59.49,59.54,59.2,IAO_L_UB,,,,,,
536,59.48,59.38,59.38,59.01,59.17,59,59.08,59.52,59.26,59.52,59.19,59.03,59.08,59.21,59.05,59.26,59.39,59.51,59.23,59.05,59.27,59.32,59.42,59.02,59.52,59.35,59.43,59.29,59.15,59.26,IAO_L_UB,,,,,,
537,59.01,59.16,59.53,59.49,59.33,59.41,59.17,59.31,59.16,59.38,59.12,59.26,59.18,59.09,59.41,59.57,59.46,59.15,59.21,59.36,59.33,59.06,59.34,59.21,59.54,59.42,59.29,59.01,59.53,59.3,IAO_L_UB,,,,,,
538,59.2,59.08,59.45,59.16,59.49,59.28,59.56,59.18,59.08,59.51,59.24,59.09,59.56,59.02,59.51,59.12,59.1,59.04,59.23,59.43,59.46,59.31,59.28,59.25,59.02,59.47,59.16,59.04,59.39,59.02,IAO_L_UB,,,,,,
539,59.4,59.25,59.41,59.04,59.18,59.07,59.23,59.29,59.07,59.32,59.39,59.07,59.57,59.11,59.25,59,59.02,59.5,59.44,59.53,59.32,59.38,59.3,59.33,59.27,59.23,59.32,59.32,59.01,59.58,IAO_L_UB,,,,,,
540,59.53,59.16,59.55,59.08,59.03,59.29,59.03,59.58,59.45,59.23,59.41,59.52,59.54,59.53,59.25,59.2,59.56,59.12,59.4,59.18,59.02,59.56,59.48,59.52,59.51,59.19,59.46,59.01,59.37,59.45,IAO_L_UB,,,,,,
541,59.13,59.54,59.53,59.34,59.23,59.1,59.2,59.44,59.4,59.27,59.3,59.09,59.38,59.58,59.2,59.52,59.4,59.43,59.29,59.55,59.03,59.06,59.25,59.42,59.39,59.08,59.17,59.09,59.52,59.41,IAO_L_UB,,,,,,
542,59.18,59.45,59.09,59.37,59.37,59.56,59.31,59.57,59.03,59.24,59.36,59.22,59.11,59.13,59.37,59.31,59.47,59.39,59.52,59.22,59.38,59.5,59.18,59.39,59.5,59.46,59.57,59.01,59.06,59.47,IAO_L_UB,,,,,,
543,59.57,59,59.02,59.31,59.32,59.37,59.34,59.55,59.35,59.53,59.05,59.17,59.4,59.3,59.31,59.29,59.58,59.4,59.46,59.36,59.09,59.43,59.01,59.51,59.37,59.32,59,59.19,59.42,59.33,IAO_L_UB,,,,,,
544,59.44,59.01,59.36,59.41,59.33,59.52,59.52,59.07,59.53,59.43,59.26,59.37,59.35,59.23,59.18,59.3,59.38,59.34,59.05,59.25,59.03,59.48,59.37,59.17,59.55,59.33,59.53,59.24,59.46,59.14,IAO_L_UB,,,,,,
545,59.4,59.02,59.37,59.18,59.53,59.46,59.54,59.48,59.16,59.24,59,59.47,59.14,59.06,59.36,59.33,59.19,59.07,59.43,59.55,59.3,59.55,59.19,59.36,59.12,59.42,59.56,59.22,59.13,59.15,IAO_L_UB,,,,,,
546,59.35,59.51,59.28,59.01,59.35,59.36,59.43,59.16,59.14,59.3,59.53,59.08,59.53,59.45,59.58,59.27,59.49,59.48,59.11,59.45,59.51,59.49,59.07,59.24,59.45,59.27,59.14,59.05,59.01,59.18,IAO_L_UB,,,,,,
547,59.56,59.1,59.42,59.35,59.31,59.51,59.42,59.34,59.28,59.21,59.07,59.53,59.57,59.2,59.39,59.12,59.18,59.5,59.05,59.03,59.55,59.45,59.45,59.08,59.35,59.18,59.38,59.34,59.03,59.29,IAO_L_UB,,,,,,
548,59.06,59.17,59.45,59.55,59.04,59.32,59,59.14,59.04,59.41,59.3,59.53,59.42,59.11,59.24,59.05,59.49,59.41,59.07,59.35,59.27,59.31,59.44,59.09,59.35,59.08,59.23,59.39,59.15,59.33,IAO_L_UB,,,,,,
549,59.36,59.2,59.07,59.36,59.3,59.46,59.12,59.24,59.44,59.12,59.38,59.33,59.38,59.42,59.36,59.2,59.11,59.54,59.04,59.04,59.43,59.15,59.12,59.27,59.42,59.09,59.07,59.22,59.02,59.15,IAO_L_UB,,,,,,
550,59.56,59.34,59.22,59.23,59.16,59.57,59.03,59.39,59.35,59.37,59.48,59,59.58,59.48,59.09,59.35,59.06,59.17,59.19,59.5,59.44,59.1,59.54,59.26,59.23,59.15,59.28,59.01,59.42,59.03,IAO_L_UB,,,,,,
551,59.25,59.16,59.33,59.46,59.58,59.46,59.11,59.48,59.45,59.09,59.38,59.22,59.58,59.29,59.2,59.26,59.06,59.19,59.3,59.08,59.13,59.04,59.03,59.32,59.25,59.17,59.3,59.03,59.39,59.16,IAO_L_UB,,,,,,
552,59.15,59.04,59.41,59.58,59.44,59.34,59.18,59.41,59.38,59.47,59.38,59.57,59.49,59.03,59.41,59.01,59.51,59.36,59.57,59.38,59.17,59.25,59.56,59.4,59.3,59.33,59.3,59.25,59.07,59.33,IAO_L_UB,,,,,,
553,59.32,59.05,59.49,59.14,59.34,59.01,59.43,59.37,59.56,59.49,59,59.06,59.1,59.17,59.12,59.13,59.11,59.09,59.44,59.22,59.41,59.51,59.37,59.22,59.01,59.35,59.22,59.41,59.44,59.37,IAO_L_UB,,,,,,
554,59.3,59.27,59.04,59.32,59.4,59.14,59.43,59.56,59.13,59.17,59.34,59.29,59,59.21,59.44,59.15,59.1,59.47,59.39,59.2,59.28,59.37,59.41,59.31,59.24,59.11,59.22,59.57,59.13,59.29,IAO_L_UB,,,,,,
555,59.29,59.56,59.39,59.31,59.21,59.05,59.47,59.27,59.51,59.01,59.15,59.2,59.35,59.19,59.42,59.21,59.26,59.51,59.5,59.57,59.01,59.24,59.15,59.45,59.36,59.26,59.25,59.07,59.4,59.36,IAO_L_UB,,,,,,
